"Model","Duration","Dose","Dataset","Platform","Detail","Gene","Value","Value.adj","High Quality"
"Mcf7","1h","","GSE35696","MicroArray","HG-U133_Plus_2","FAM83F","0.369","2.616","True"
"Fibroblast","48h","0.2ug","GSE81996","MicroArray","GPL17077","ST6GALNAC1","-0.459","-2.616","True"
"Chordoma","","","GSE86036","MicroArray","GPL17692","KISS1","-0.539","-2.616","True"
"Fibroblast","15d","0.2ug","GSE81997","MicroArray","GPL17077","SCO2","0.959","2.615","True"
"Mcf7","1h","","GSE35696","MicroArray","HG-U133_Plus_2","H2BC15","0.369","2.615","True"
"Chordoma","","","GSE86036","MicroArray","GPL17692","RBM19","0.539","2.614","True"
"Fibroblast","15d","0.2ug","GSE81997","MicroArray","GPL17077","MSX1","0.958","2.614","True"
"Female Hipsc","","","GSE44044","MicroArray","GPL14550","SVIP","-0.650","-2.613","False"
"Female Hipsc","","","GSE44044","MicroArray","GPL6480","CTAG2","0.687","2.613","True"
"Chordoma","","","GSE86036","MicroArray","GPL17692","GALE","-0.539","-2.613","True"
"Fibroblast","48h","0.2ug","GSE81996","MicroArray","GPL17077","DIO2","0.458","2.613","True"
"Female Hipsc","","","GSE44044","MicroArray","GPL6480","SOST","-0.687","-2.613","True"
"Fibroblast","48h","0.2ug","GSE81996","MicroArray","GPL17077","SEZ6L2","-0.458","-2.612","True"
"Fibroblast","48h","0.2ug","GSE81996","MicroArray","GPL17077","VIP","0.458","2.611","True"
"Chordoma","","","GSE86036","MicroArray","GPL17692","ANKRD18A","-0.538","-2.611","True"
"Mcf7","1h","","GSE35696","MicroArray","HG-U133_Plus_2","STEAP2","-0.369","-2.611","True"
"Female Hipsc","","","GSE44044","MicroArray","GPL6480","TGFA","0.687","2.611","True"
"Female Hipsc","","","GSE44044","MicroArray","GPL6480","WFIKKN2","0.687","2.611","True"
"Female Hipsc","","","GSE44044","MicroArray","GPL14550","LINC00052","-0.649","-2.611","False"
