"Model","Duration","Dose","Dataset","Platform","Detail","Gene","Value","Value.adj","High Quality"
"Naïve B Cells Purified From Peripheral Blood","","","GSE85543","MicroArray","HT_HG-U133_Plus_PM","HMGN3","-1.090","-4.416","False"
"Primary Blood Dendritic","12h","","GSE73542","MicroArray","HG-U133_Plus_2","ITGAE","-1.315","-4.416","False"
"Hfk1","2h","","GSE54181","MicroArray","GPL10558","USP18","0.616","4.416","True"
"Hck18","2h","","GSE54181","MicroArray","GPL10558","USP49","-0.618","-4.415","True"
"Hfk1","24h","","GSE54181","MicroArray","GPL10558","GLIPR2","0.729","4.415","True"
"Immature Dendritic","3h","","GSE85544","MicroArray","HT_HG-U133_Plus_PM","ACVR2A","1.279","4.414","True"
"Immature Dendritic","3h","","GSE85544","MicroArray","HT_HG-U133_Plus_PM","ACSL1","1.279","4.413","True"
"Primary Blood Dendritic","12h","","GSE73542","MicroArray","HG-U133_Plus_2","PDCD5","1.315","4.413","False"
"Hfk2","24h","","GSE54181","MicroArray","GPL10558","FGFBP1","-0.967","-4.413","True"
"Naïve B Cells Purified From Peripheral Blood","","","GSE85543","MicroArray","HT_HG-U133_Plus_PM","GADD45A","1.089","4.413","False"
"Naïve B Cells Purified From Peripheral Blood","","","GSE85543","MicroArray","HT_HG-U133_Plus_PM","ZFP36L2","-1.088","-4.410","False"
"Hfk1","24h","","GSE54181","MicroArray","GPL10558","CRB3","0.728","4.410","True"
"Primary Blood Dendritic","12h","","GSE73542","MicroArray","HG-U133_Plus_2","REM1","1.314","4.410","False"
"Hfk1","24h","","GSE54181","MicroArray","GPL10558","SLC2A12","0.728","4.409","True"
"Hck18","24h","","GSE54181","MicroArray","GPL10558","RNF19B","0.623","4.409","True"
"Primary Blood Dendritic","12h","","GSE73542","MicroArray","HG-U133_Plus_2","CRISPLD1","1.313","4.408","False"
"Primary B","18h","","GSE132835","RNASeq","","ABHD15","-3.116","-4.408","False"
"Naïve B Cells Purified From Peripheral Blood","","","GSE85543","MicroArray","HT_HG-U133_Plus_PM","SP110","-1.088","-4.408","False"
"Depleted Islet","","","GSE8873","MicroArray","GPL1708","GCG","1.374","4.408","True"
"Naïve B Cells Purified From Peripheral Blood","","","GSE85543","MicroArray","HT_HG-U133_Plus_PM","TGFBR2","-1.088","-4.407","False"
"Hvk","24h","","GSE54181","MicroArray","GPL10558","DLGAP5","-0.874","-4.406","True"
"Primary B","1h","","GSE132835","RNASeq","","CXorf21","-2.132","-4.406","True"
"Hvk16","2h","","GSE54181","MicroArray","GPL10558","TNIP1","0.717","4.406","True"
"Hfk1","2h","","GSE54181","MicroArray","GPL10558","MMD","0.614","4.403","True"
