"Model","Duration","Dose","Dataset","Platform","Detail","Gene","Value","Value.adj","High Quality"
"Monocyte","","","GSE37356","MicroArray","GPL10558","HSD17B14","1.616","3.522","False"
"Monocyte","","","GSE37356","MicroArray","GPL10558","ALDH7A1","1.616","3.522","False"
"Cd34 Positive Hemapoietic Stem","","","GSE107006","RNASeq","","C1QTNF4","-3.164","-3.521","True"
"Monocyte","","","GSE123573","RNASeq","","RFX5","-1.204","-3.521","False"
"Monocyte","7d","","GSE60199","MicroArray","GPL10558","ERRFI1","3.853","3.520","False"
"Monocyte","","","GSE131115","MicroArray","Clariom_S_Human","LGMN","3.303","3.519","False"
"Whole Blood","4h","","GSE136440","MicroArray","HT_HG-U133_Plus_PM","CYTH4","-0.665","-3.519","True"
"Monocyte","4h","","GSE99609","MicroArray","GPL23538","PSTPIP1","-1.278","-3.518","False"
"Whole Blood","4h","","GSE136440","MicroArray","HT_HG-U133_Plus_PM","FLOT1","0.665","3.518","True"
"Monocyte","","","GSE9801","MicroArray","HG-U133_Plus_2","CSRNP1","-2.106","-3.518","True"
"Monocyte","","","GSE37356","MicroArray","GPL10558","MSR1","1.614","3.517","False"
"Whole Blood","4h","","GSE136440","MicroArray","HT_HG-U133_Plus_PM","TRIAP1","0.665","3.516","True"
"Monocyte","4h","","GSE99609","MicroArray","GPL23538","IFI30","1.277","3.516","False"
"Monocyte","","","GSE52647","MicroArray","HuGene-1_0-st-v1","SULT1C2","0.783","3.515","False"
"Monocyte","","","GSE9801","MicroArray","HG-U133_Plus_2","SLC29A1","2.104","3.515","True"
"Monocyte","","","GSE52647","MicroArray","HuGene-1_0-st-v1","ERG28","0.782","3.513","False"
"Monocyte","","","GSE9801","MicroArray","HG-U133_Plus_2","GPR137B","2.103","3.513","True"
"Monocyte","","","GSE9801","MicroArray","HG-U133_Plus_2","AIF1","2.103","3.513","True"
"Monocyte","","","GSE9801","MicroArray","HG-U133_Plus_2","OSBPL3","2.102","3.511","True"
"Monocyte","","","GSE37356","MicroArray","GPL10558","OTUD1","-1.611","-3.511","False"
"Whole Blood","24h","","GSE136440","MicroArray","HT_HG-U133_Plus_PM","ISG15","0.971","3.511","True"
"Monocyte","","","GSE37356","MicroArray","GPL10558","CCNB2","1.611","3.511","False"
"Monocyte","","","GSE9801","MicroArray","HG-U133A","NAA15","-1.783","-3.510","True"
"Monocyte","","","GSE37356","MicroArray","GPL10558","SEMA4D","-1.611","-3.509","False"
"Monocyte","7d","","GSE60199","MicroArray","GPL10558","HACD1","3.841","3.509","False"
"Monocyte","","","GSE9801","MicroArray","HG-U133_Plus_2","KIF20A","2.101","3.509","True"
"Monocyte","","","GSE9801","MicroArray","HG-U133_Plus_2","SERPINF1","2.100","3.508","True"
