"Model","Duration","Dose","Dataset","Platform","Detail","Gene","Value","Value.adj","High Quality"
"Cd19+ B","","","E-MEXP-2878","MicroArray","HG-U133_Plus_2","ATP6AP2","0.531","3.520","False"
"Cd19+ B","","","E-MEXP-2878","MicroArray","HG-U133_Plus_2","GOPC","0.531","3.517","False"
"T Cd4","6h","","GSE96888","MicroArray","GPL17077","HPCAL4","-1.047","-3.517","False"
"T Cd4","6h","","GSE96888","MicroArray","GPL17077","RGMA","1.047","3.517","False"
"Cd19+ B","","","E-MEXP-2878","MicroArray","HG-U133_Plus_2","STARD9","0.531","3.516","False"
"T Cd4","","","GSE37584","MicroArray","HuGene-1_0-st-v1","CDKL4","0.762","3.516","False"
"T Cd4","","","GSE37584","MicroArray","HuGene-1_0-st-v1","NMT2","-0.762","-3.515","False"
"Cd19+ B","","","E-MEXP-2878","MicroArray","HG-U133_Plus_2","AAMP","-0.530","-3.515","False"
"T Cd4","6h","","GSE96888","MicroArray","GPL17077","SOCS1","1.045","3.511","False"
"Monocyte","2h","","E-MTAB-8225","RNASeq","","FAM13A-AS1","-0.395","-3.510","False"
"Monocyte","2h","","E-MTAB-8225","RNASeq","","STX16","-0.395","-3.507","False"
"Monocyte","2h","","E-MTAB-8225","RNASeq","","ZNF700","-0.394","-3.506","False"
"T Cd4","6h","","GSE96888","MicroArray","GPL17077","OCM2","-1.044","-3.505","False"
"Monocyte","2h","","E-MTAB-8225","RNASeq","","NT5E","0.394","3.503","False"
"Monocyte","2h","","E-MTAB-8225","RNASeq","","ADAMTSL4","-0.394","-3.503","False"
"T Cd4","6h","","GSE96888","MicroArray","GPL17077","GBX1","1.042","3.500","False"
